CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
ISPM01401X,2,A,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-SPAGNOLO),PSICOLOGIA,9791220401258,LEGRENZI PAOLO - RUMIATI RINO,PSICOLOGIA PER IL LICEO DELLE SCIENZE UMANE. OPZIONE ECONOMICO-SOCIALE,VOLUME UNICO,U,A. MONDADORI SCUOLA,"22,30",No,No,No
ISPM01401X,2,A,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-SPAGNOLO),MATEMATICA,9788849422221,SASSO LEONARDO,COLORI DELLA MATEMATICA - EDIZIONE AZZURRA SMART VOLUME 2 + EBOOK,+ QUADERNO DI INCLUSIONE E RECUPERO 2,2,PETRINI,"30,00",No,Si,No
ISPM01401X,2,A,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-SPAGNOLO),DIRITTO ED ECONOMIA,9788839538178,MARIA RITA CATTANI,DIRITTO ED ECONOMIA 2 - CLASSE SECONDA,ND,2,PARAVIA,"15,70",No,Si,No
ISPM01401X,2,A,NO,LICEO SCIENZE UMANE EC-SOCIALE (INGLESE-SPAGNOLO),SCIENZE MOTORIE E SPORTIVE,9788839303301,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIÙ MOVIMENTO SLIM + EBOOK,ND,U,MARIETTI SCUOLA,"16,40",No,No,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788839303943,CERA T  FAMA  A - SORICE O,STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"18,30",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO GRAMMATICA,9788869106675,LUCA SERIANNI - VALERIA DELLA VALLE - GIUSEPPE PATOTA,LE PAROLE SONO IDEE CON PAROLE DA NON PERDERE,GRAMMATICA - LESSICO - SCRITTURA,U,B.MONDADORI,"28,60",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792301,AA  VV - AA  VV,VITA VIVA,MITO E EPICA,1,A. MONDADORI SCUOLA,"14,20",No,No,Ap
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792158,AA  VV - AA  VV,VITA VIVA,NARRATIVA + SCRITTURA,1,A. MONDADORI SCUOLA,"25,30",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,LATINO,9788849425130,NICOLA S,OPTIMA MENTE,VOLUME + EBOOK + VOCABOLARIO DI LATINO,U,PETRINI,"26,20",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9788899673468,JORDAN,GRAMMAR FILE GOLD,GRAMMATICA LESSICO LIVELLO A2 - B2,U,TRINITY WHITEBRIDGE,"26,00",No,No,Ap
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9780194526449,AA VV,IDENTITY A2-B1 DIGITAL,SB&WB CON QR CODE AUDIO/VIDEO + OLB EBK CODE + 8 EREADERS,U,OXFORD UNIVERSITY PRESS,"31,40",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,STORIA E GEOGRAFIA,9788842675648,DI SACCO P,GEOCIVITAS 1  + STORIAGEO FACILE+ ATLANTE,ND,1,IL CAPITELLO,"30,00",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788869107160,AA VV,SOCIETÀ GIUSTA (LA),ND,U,PEARSON ITALIA,"11,90",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,SCIENZE SOCIALI,9788824792417,LEGRENZI PAOLO - RUMIATI RINO - FULGENZI LORENZO,PSICOLOGIA E PEDAGOGIA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"32,00",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788849422214,SASSO LEONARDO,COLORI DELLA MATEMATICA - EDIZIONE AZZURRA SMART VOLUME 1 + EBOOK,+ QUADERNO DI INCLUSIONE E RECUPERO 1,1,PETRINI,"29,60",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,CHIMICA,9788823374379,PASSANNANTI - SBRIZIOLO,CHIMICA DALLA H ALLA Z EDIZIONE ARANCIO - LIBRO MISTO CON LIBRO DIGITALE,VOLUME 1 BIENNIO,U,TRAMONTANA,"21,20",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,SCIENZE DELLA TERRA,9788863648775,MAURIZIO SANTILLI,ORIZZONTE TERRA LEGGERE E CAPIRE IL PIANETA - PRIMO BIENNIO,ND,U,LINX,"18,60",No,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,DIRITTO ED ECONOMIA,9788839564382,MARIA RITA CATTANI,NEL MONDO CHE CAMBIA PRIMO BIENNIO - SECONDA EDIZIONE,ND,U,PARAVIA,"26,80",Si,Si,No
ISPM01401X,1,C,NO,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788839303301,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIÙ MOVIMENTO SLIM + EBOOK,ND,U,MARIETTI SCUOLA,"16,40",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788839303943,CERA T  FAMA  A - SORICE O,STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"18,30",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO GRAMMATICA,9788869106675,LUCA SERIANNI - VALERIA DELLA VALLE - GIUSEPPE PATOTA,LE PAROLE SONO IDEE CON PAROLE DA NON PERDERE,GRAMMATICA - LESSICO - SCRITTURA,U,B.MONDADORI,"28,60",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792158,AA  VV - AA  VV,VITA VIVA,NARRATIVA + SCRITTURA,1,A. MONDADORI SCUOLA,"25,30",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792301,AA  VV - AA  VV,VITA VIVA,MITO E EPICA,1,A. MONDADORI SCUOLA,"14,20",No,No,Ap
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,LATINO,9788849425130,NICOLA S,OPTIMA MENTE,VOLUME + EBOOK + VOCABOLARIO DI LATINO,U,PETRINI,"26,20",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9788899673468,JORDAN,GRAMMAR FILE GOLD,GRAMMATICA LESSICO LIVELLO A2 - B2,U,TRINITY WHITEBRIDGE,"26,00",No,No,Ap
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9780194526449,AA VV,IDENTITY A2-B1 DIGITAL,SB&WB CON QR CODE AUDIO/VIDEO + OLB EBK CODE + 8 EREADERS,U,OXFORD UNIVERSITY PRESS,"31,40",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,STORIA E GEOGRAFIA,9788842675648,DI SACCO P,GEOCIVITAS 1  + STORIAGEO FACILE+ ATLANTE,ND,1,IL CAPITELLO,"30,00",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788869107160,AA VV,SOCIETÀ GIUSTA (LA),ND,U,PEARSON ITALIA,"11,90",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,SCIENZE SOCIALI,9788824792417,LEGRENZI PAOLO - RUMIATI RINO - FULGENZI LORENZO,PSICOLOGIA E PEDAGOGIA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"32,00",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788849422214,SASSO LEONARDO,COLORI DELLA MATEMATICA - EDIZIONE AZZURRA SMART VOLUME 1 + EBOOK,+ QUADERNO DI INCLUSIONE E RECUPERO 1,1,PETRINI,"29,60",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,CHIMICA,9788823374379,PASSANNANTI - SBRIZIOLO,CHIMICA DALLA H ALLA Z EDIZIONE ARANCIO - LIBRO MISTO CON LIBRO DIGITALE,VOLUME 1 BIENNIO,U,TRAMONTANA,"21,20",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,SCIENZE DELLA TERRA,9788863648775,MAURIZIO SANTILLI,ORIZZONTE TERRA LEGGERE E CAPIRE IL PIANETA - PRIMO BIENNIO,ND,U,LINX,"18,60",No,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,DIRITTO ED ECONOMIA,9788839564382,MARIA RITA CATTANI,NEL MONDO CHE CAMBIA PRIMO BIENNIO - SECONDA EDIZIONE,ND,U,PARAVIA,"26,80",Si,Si,No
ISPM01401X,1,F,NO,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788839303301,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIÙ MOVIMENTO SLIM + EBOOK,ND,U,MARIETTI SCUOLA,"16,40",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788839303943,CERA T  FAMA  A - SORICE O,STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"18,30",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,ITALIANO GRAMMATICA,9788869106675,LUCA SERIANNI - VALERIA DELLA VALLE - GIUSEPPE PATOTA,LE PAROLE SONO IDEE CON PAROLE DA NON PERDERE,GRAMMATICA - LESSICO - SCRITTURA,U,B.MONDADORI,"28,60",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792158,AA  VV - AA  VV,VITA VIVA,NARRATIVA + SCRITTURA,1,A. MONDADORI SCUOLA,"25,30",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792301,AA  VV - AA  VV,VITA VIVA,MITO E EPICA,1,A. MONDADORI SCUOLA,"14,20",No,No,Ap
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,LATINO,9788849425130,NICOLA S,OPTIMA MENTE,VOLUME + EBOOK + VOCABOLARIO DI LATINO,U,PETRINI,"26,20",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9780194526449,AA VV,IDENTITY A2-B1 DIGITAL,SB&WB CON QR CODE AUDIO/VIDEO + OLB EBK CODE + 8 EREADERS,U,OXFORD UNIVERSITY PRESS,"31,40",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9788899673468,JORDAN,GRAMMAR FILE GOLD,GRAMMATICA LESSICO LIVELLO A2 - B2,U,TRINITY WHITEBRIDGE,"26,00",No,No,Ap
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,STORIA E GEOGRAFIA,9788842675648,DI SACCO P,GEOCIVITAS 1  + STORIAGEO FACILE+ ATLANTE,ND,1,IL CAPITELLO,"30,00",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788869107160,AA VV,SOCIETÀ GIUSTA (LA),ND,U,PEARSON ITALIA,"11,90",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,SCIENZE SOCIALI,9788824792417,LEGRENZI PAOLO - RUMIATI RINO - FULGENZI LORENZO,PSICOLOGIA E PEDAGOGIA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"32,00",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788849422214,SASSO LEONARDO,COLORI DELLA MATEMATICA - EDIZIONE AZZURRA SMART VOLUME 1 + EBOOK,+ QUADERNO DI INCLUSIONE E RECUPERO 1,1,PETRINI,"29,60",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,CHIMICA,9788823374379,PASSANNANTI - SBRIZIOLO,CHIMICA DALLA H ALLA Z EDIZIONE ARANCIO - LIBRO MISTO CON LIBRO DIGITALE,VOLUME 1 BIENNIO,U,TRAMONTANA,"21,20",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,SCIENZE DELLA TERRA,9788863648775,MAURIZIO SANTILLI,ORIZZONTE TERRA LEGGERE E CAPIRE IL PIANETA - PRIMO BIENNIO,ND,U,LINX,"18,60",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,DIRITTO ED ECONOMIA,9788839564382,MARIA RITA CATTANI,NEL MONDO CHE CAMBIA PRIMO BIENNIO - SECONDA EDIZIONE,ND,U,PARAVIA,"26,80",No,Si,No
ISPM01401X,1,H,NO,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788839303301,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIÙ MOVIMENTO SLIM + EBOOK,ND,U,MARIETTI SCUOLA,"16,40",No,Si,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788839303943,CERA T  FAMA  A - SORICE O,STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"18,30",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO GRAMMATICA,9788869106675,LUCA SERIANNI - VALERIA DELLA VALLE - GIUSEPPE PATOTA,LE PAROLE SONO IDEE CON PAROLE DA NON PERDERE,GRAMMATICA - LESSICO - SCRITTURA,U,B.MONDADORI,"28,60",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792202,AA  VV - AA  VV,VITA VIVA,POESIA E TEATRO + LETTERATURA DELLE ORIGINI,2,A. MONDADORI SCUOLA,"22,60",No,Si,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792301,AA  VV - AA  VV,VITA VIVA,MITO E EPICA,1,A. MONDADORI SCUOLA,"14,20",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792158,AA  VV - AA  VV,VITA VIVA,NARRATIVA + SCRITTURA,1,A. MONDADORI SCUOLA,"25,30",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,ITALIANO,9788849422801,MANZONI ALESSANDRO,PROMESSI SPOSI (I ) VOLUME ANTOLOGIA + EBOOK,ANTOLOGIA,U,PETRINI,"22,40",No,Si,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,LATINO,9788849425130,NICOLA S,OPTIMA MENTE,VOLUME + EBOOK + VOCABOLARIO DI LATINO,U,PETRINI,"26,20",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9788899673468,JORDAN,GRAMMAR FILE GOLD,GRAMMATICA LESSICO LIVELLO A2 - B2,U,TRINITY WHITEBRIDGE,"26,00",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9780194526449,AA VV,IDENTITY A2-B1 DIGITAL,SB&WB CON QR CODE AUDIO/VIDEO + OLB EBK CODE + 8 EREADERS,U,OXFORD UNIVERSITY PRESS,"31,40",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,STORIA E GEOGRAFIA,9788842675655,DI SACCO P,GEOCIVITAS 2  + STORIAGEO FACILE,ND,2,IL CAPITELLO,"28,80",No,Si,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788828625506,DI NAPOLI MATTEO,AGENDA DEL CITTADINO,VOLUME UNICO,U,EINAUDI SCUOLA,"8,60",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,SCIENZE SOCIALI,9788824792417,LEGRENZI PAOLO - RUMIATI RINO - FULGENZI LORENZO,PSICOLOGIA E PEDAGOGIA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"32,00",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788849422221,SASSO LEONARDO,COLORI DELLA MATEMATICA - EDIZIONE AZZURRA SMART VOLUME 2 + EBOOK,+ QUADERNO DI INCLUSIONE E RECUPERO 2,2,PETRINI,"30,00",No,Si,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,CHIMICA,9788823374379,PASSANNANTI - SBRIZIOLO,CHIMICA DALLA H ALLA Z EDIZIONE ARANCIO - LIBRO MISTO CON LIBRO DIGITALE,VOLUME 1 BIENNIO,U,TRAMONTANA,"21,20",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,BIOLOGIA,9788824793476,CRIPPA MASSIMO - RUSCONI MASSIMILIANO,AMBIENTE BIOSFERA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"25,50",No,Si,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,DIRITTO ED ECONOMIA,9788839526953,CATTANI,GIOVANI DIRITTI REGOLE,ND,U,PARAVIA,"25,50",No,No,No
ISPM01401X,2,C,NO,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788839303301,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIÙ MOVIMENTO SLIM + EBOOK,ND,U,MARIETTI SCUOLA,"16,40",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,RELIGIONE,9788839303943,CERA T  FAMA  A - SORICE O,STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"18,30",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO GRAMMATICA,9788869106675,LUCA SERIANNI - VALERIA DELLA VALLE - GIUSEPPE PATOTA,LE PAROLE SONO IDEE CON PAROLE DA NON PERDERE,GRAMMATICA - LESSICO - SCRITTURA,U,B.MONDADORI,"28,60",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792301,AA  VV - AA  VV,VITA VIVA,MITO E EPICA,1,A. MONDADORI SCUOLA,"14,20",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792158,AA  VV - AA  VV,VITA VIVA,NARRATIVA + SCRITTURA,1,A. MONDADORI SCUOLA,"25,30",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO ANTOLOGIE,9788824792202,AA  VV - AA  VV,VITA VIVA,POESIA E TEATRO + LETTERATURA DELLE ORIGINI,2,A. MONDADORI SCUOLA,"22,60",No,Si,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,ITALIANO,9788849422801,MANZONI ALESSANDRO,PROMESSI SPOSI (I ) VOLUME ANTOLOGIA + EBOOK,ANTOLOGIA,U,PETRINI,"22,40",No,Si,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,LATINO,9788849425130,NICOLA S,OPTIMA MENTE,VOLUME + EBOOK + VOCABOLARIO DI LATINO,U,PETRINI,"26,20",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9780194526449,AA VV,IDENTITY A2-B1 DIGITAL,SB&WB CON QR CODE AUDIO/VIDEO + OLB EBK CODE + 8 EREADERS,U,OXFORD UNIVERSITY PRESS,"31,40",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,INGLESE,9788899673468,JORDAN,GRAMMAR FILE GOLD,GRAMMATICA LESSICO LIVELLO A2 - B2,U,TRINITY WHITEBRIDGE,"26,00",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,STORIA E GEOGRAFIA,9788842675655,DI SACCO P,GEOCIVITAS 2  + STORIAGEO FACILE,ND,2,IL CAPITELLO,"28,80",No,Si,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,EDUCAZIONE CIVICA,9788869107160,AA VV,SOCIETÀ GIUSTA (LA),ND,U,PEARSON ITALIA,"11,90",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,SCIENZE SOCIALI,9788824792417,LEGRENZI PAOLO - RUMIATI RINO - FULGENZI LORENZO,PSICOLOGIA E PEDAGOGIA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"32,00",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,MATEMATICA,9788849422221,SASSO LEONARDO,COLORI DELLA MATEMATICA - EDIZIONE AZZURRA SMART VOLUME 2 + EBOOK,+ QUADERNO DI INCLUSIONE E RECUPERO 2,2,PETRINI,"30,00",No,Si,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,CHIMICA,9788823374379,PASSANNANTI - SBRIZIOLO,CHIMICA DALLA H ALLA Z EDIZIONE ARANCIO - LIBRO MISTO CON LIBRO DIGITALE,VOLUME 1 BIENNIO,U,TRAMONTANA,"21,20",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,BIOLOGIA,9788824793476,CRIPPA MASSIMO - RUSCONI MASSIMILIANO,AMBIENTE BIOSFERA,VOLUME UNICO,U,A. MONDADORI SCUOLA,"25,50",No,Si,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,DIRITTO ED ECONOMIA,9788839526953,CATTANI,GIOVANI DIRITTI REGOLE,ND,U,PARAVIA,"25,50",No,No,No
ISPM01401X,2,F,NO,LICEO DELLE SCIENZE UMANE,SCIENZE MOTORIE E SPORTIVE,9788839303301,FIORINI GIANLUIGI - CORETTI STEFANO - BOCCHI SILVIA,PIÙ MOVIMENTO SLIM + EBOOK,ND,U,MARIETTI SCUOLA,"16,40",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,RELIGIONE,9788839303943,CERA T  FAMA  A - SORICE O,STRADA CON L'ALTRO - EDIZIONE VERDE (LA),VOLUME UNICO + UDA MULTIDISCIPLINARI DI EDUCAZIONE CIVICA E IRC + EBOOK,U,MARIETTI SCUOLA,"18,30",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,ITALIANO GRAMMATICA,9788869106675,LUCA SERIANNI - VALERIA DELLA VALLE - GIUSEPPE PATOTA,LE PAROLE SONO IDEE CON PAROLE DA NON PERDERE,GRAMMATICA - LESSICO - SCRITTURA,U,B.MONDADORI,"28,60",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,ITALIANO ANTOLOGIE,9788824792202,AA  VV - AA  VV,VITA VIVA,POESIA E TEATRO + LETTERATURA DELLE ORIGINI,2,A. MONDADORI SCUOLA,"22,60",No,Si,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,ITALIANO ANTOLOGIE,9788824792158,AA  VV - AA  VV,VITA VIVA,NARRATIVA + SCRITTURA,1,A. MONDADORI SCUOLA,"25,30",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,ITALIANO ANTOLOGIE,9788824792301,AA  VV - AA  VV,VITA VIVA,MITO E EPICA,1,A. MONDADORI SCUOLA,"14,20",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,ITALIANO,9788849422801,MANZONI ALESSANDRO,PROMESSI SPOSI (I ) VOLUME ANTOLOGIA + EBOOK,ANTOLOGIA,U,PETRINI,"22,40",No,Si,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,INGLESE,9780194526449,AA VV,IDENTITY A2-B1 DIGITAL,SB&WB CON QR CODE AUDIO/VIDEO + OLB EBK CODE + 8 EREADERS,U,OXFORD UNIVERSITY PRESS,"31,40",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,INGLESE,9788899673468,JORDAN,GRAMMAR FILE GOLD,GRAMMATICA LESSICO LIVELLO A2 - B2,U,TRINITY WHITEBRIDGE,"26,00",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,FRANCESE,9788861614864,BELLANO GRAZIA - GHEZZI PATRICIA,CAFE' MONDE 2 - EDIZIONE CON ACTIVEBOOK,ND,2,LANG EDIZIONI,"24,10",No,Si,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,FRANCESE,9788861612914,BELLANO GRAZIA - GHEZZI PATRICIA,CAFE' MONDE 1 - EDIZIONE CON ACTIVEBOOK,ND,1,LANG EDIZIONI,"24,10",No,No,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,SPAGNOLO,9788808474834,POLETTINI CARLA - PÉREZ NAVARRO JOSÉ,JUNTOS 2ED. DI ¡ACCIÒN!  - CONFEZIONE VOLUME 2 + PONTE A PRUEBA (LDM),ND,2,ZANICHELLI EDITORE,"22,10",No,Si,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,STORIA E GEOGRAFIA,9788842675655,DI SACCO P,GEOCIVITAS 2  + STORIAGEO FACILE,ND,2,IL CAPITELLO,"28,80",No,Si,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,SCIENZE NATURALI,9788808554055,LUPIA PALMIERI ELVIDIO - PAROTTO MAURIZIO - SARACENI S - STRUMIA G,SCIENZE NATURALI 3ED. - BIOLOGIA (LDM),DI SILVIA SARACENI E GIORGIO STRUMIA,U,ZANICHELLI EDITORE,"21,50",No,Si,No
ISPM01401X,2,B,NO,LICEO DELLE SCIENZE UMANE OPZ.ECONOMICO-SOCIALE,SCIENZE NATURALI,9788808890467,LUPIA PALMIERI ELVIDIO - PAROTTO MAURIZIO - SARACENI S - STRUMIA G,SCIENZE NATURALI 3ED. - CHIMICA E SCIENZE DELLA TERRA (LDM),ND,U,ZANICHELLI EDITORE,"20,50",No,No,No
