CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ARTE E IMMAGINE,9788826820729,DORFLES GILLO - DALLA COSTA CRISTINA - RAGAZZI MARCELLO,TESORI DELL'ARTE - CON ARTE E IMMAGINE ATTIVA,ND,U,ATLAS,"26,10",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),TECNOLOGIA,9788800356596,BRUNO WALTER - BRUNETTO NADIA,MYTECH,VOLUME TECNOLOGIA + ATLANTE + DISEGNO + CODING + TAVOLE,U,LE MONNIER,"31,10",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),MUSICA,9788848263016,GALLI CLAUDIA - FASOLI MAURIZIO,MY MUSIC,VOLUME A + VOLUME B + VOLUME C,U,POSEIDONIA,"37,30",No,No,No
CBMM85301R,2,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),RELIGIONE,9788805077229,STROPPIANA ELISABETTA - FOSSATI MICHELE,SORRISO DEL CUORE (IL) VOL. UNICO + RELIGIONI NEL TEMPO,CON NULLA OSTA CEI,U,SEI,"20,50",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ITALIANO GRAMMATICA,9788869174773,DONATI F - MORETTI S,PENNA E LA VOCE (LA),VOL. A CON TEST INGRESSO+VOL. B+VOL. C+MI PREPARO PER INTERROGAZIONE BES,U,LATTES,"30,40",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ITALIANO ANTOLOGIA,9788869174063,LAVAZZA ENRICA - BISSACA ROSANNA - PAOLELLA MARIA,PENSIERI FANTASTICI...E DOVE TROVARLI,VOL. 3  + LETTERATURA + GUIDA ALL'ESAME DI STATO,3,LATTES,"34,00",No,Si,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),STORIA,9788808549709,PAOLUCCI SILVIO - SIGNORINI GIUSEPPINA,DI TEMPO IN TEMPO - VOLUME 3 (LDM),L'ETÀ CONTEMPORANEA,3,ZANICHELLI EDITORE,"29,30",No,Si,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),GEOGRAFIA,9788824767453,MELI EMANUELE - FRANCESCHINI ANNA,GO!,VOLUME 3 + FASCICOLO ESAME,3,A. MONDADORI SCUOLA,"25,00",No,Si,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),INGLESE,9788883395666,AA VV,IDISCOVER 3,ND,3,PEARSON LONGMAN,"23,20",No,Si,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),MATEMATICA,9788869173011,BONOLA GABRIELLA - FORNO ILARIA - COSSU COSTANZA,GENIO E LA REGOLA PLUS (IL),ALGEBRA (TEOR.) E ALGEBRA (ESER.)+MI PREP.INTERR.+QUADERNO COMP.+NUOVO ESAME,3,LATTES,"24,00",No,Si,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),SCIENZE,9788891528704,BANFI CRISTINA - PERABONI CRISTINA,MOSAICO SCIENZE - LIBRO MISTO CON HUB LIBRO YOUNG,VOLUME A + B + C + D + LABORATORIO + HUB LIBRO YOUNG + HUB KIT,U,FABBRI SCUOLA,"43,60",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),ARTE E IMMAGINE,9788826820729,DORFLES GILLO - DALLA COSTA CRISTINA - RAGAZZI MARCELLO,TESORI DELL'ARTE - CON ARTE E IMMAGINE ATTIVA,ND,U,ATLAS,"26,10",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),TECNOLOGIA,9788800356596,BRUNO WALTER - BRUNETTO NADIA,MYTECH,VOLUME TECNOLOGIA + ATLANTE + DISEGNO + CODING + TAVOLE,U,LE MONNIER,"31,10",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),MUSICA,9788848263016,GALLI CLAUDIA - FASOLI MAURIZIO,MY MUSIC,VOLUME A + VOLUME B + VOLUME C,U,POSEIDONIA,"37,30",No,No,No
CBMM85301R,3,A,MM,30 ORE DI ORARIO ORDINARIO (LINGUA FRANCESE),SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788869174773,DONATI F - MORETTI S,PENNA E LA VOCE (LA),VOL. A CON TEST INGRESSO+VOL. B+VOL. C+MI PREPARO PER INTERROGAZIONE BES,U,LATTES,"30,40",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788869174049,LAVAZZA ENRICA - BISSACA ROSANNA - PAOLELLA MARIA,PENSIERI FANTASTICI...E DOVE TROVARLI,VOL. 1  + MITO EPICA + GUIDA ALLA PROVA CBT 1,1,LATTES,"31,70",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788858339480,CIOTTI MARTA - PASQUALI ELISABETTA,BUSSOLA DELLA STORIA V.1+QUAD+STOR+CIVICA,CON EDUCAZIONE CIVICA,1,LOESCHER EDITORE,"26,70",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788839537737,CARLO GRIGUOLO,OCCHI SUL MONDO 1,PER CRESCERE CITTADINI DI DOMANI,1,PARAVIA,"20,50",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9788883396946,AA VV,IDISCOVER PREMIUM 1,ND,1,PEARSON LONGMAN,"23,50",Si,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788829213153,FERRARI GIUSEPPE - CERINI MARIA ANGELA - GIALLONGO DONATELLA,NO PROBLEM!,ARITMETICA 1 + GEOMETRIA 1,1,TREVISINI,"26,90",Si,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788841651575,CALVINO FABIO POLETTI RITA ADRIANA MIRABELLA MARTI,HOME PLUS A+B+C+D + SKILL BOOK + RACCOGLITORE CON STUDIAFACILE,ND,U,PRINCIPATO,"39,90",Si,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788826818924,VETTESE ANGELA - PINOTTI ANNIBALE,ART VISION NEW,A + B,U,ATLAS,"27,80",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788869173943,ARDUINO GIANNI,TECNO APP  DISEGNO+SETT.PROD. B1-B2-B3+DESINER SI DIV.+MI PREP.INT.,VOLUME A (DISEGNO) + VOLUME B (SETTORI PRODUTTIVI),U,LATTES,"26,50",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788869173066,DRAGONI ENRICO - DRAGONE DANIELA - CASCIO PAOLO,BEBOP VOL. A1 CON  DVD+A2+B CON DVD +SPARTITI MEDLEY,A1- FARE MUSICA A2- FARE MUSICA B-ASCOLTARE,U,LATTES,"34,90",No,Si,No
CBMM85302T,1,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788869174773,DONATI F - MORETTI S,PENNA E LA VOCE (LA),VOL. A CON TEST INGRESSO+VOL. B+VOL. C+MI PREPARO PER INTERROGAZIONE BES,U,LATTES,"30,40",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788869174056,LAVAZZA ENRICA - BISSACA ROSANNA - PAOLELLA MARIA,PENSIERI FANTASTICI...E DOVE TROVARLI,VOL. 2  + LETTERATURA + GUIDA ALLA PROVA CBT 2,2,LATTES,"34,00",No,Si,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788857731421,CIOTTI MARTA - PASQUALI ELISABETTA,BUSSOLA DELLA STORIA V.2+QUAD,ND,2,LOESCHER EDITORE,"18,93",No,Si,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788839537744,CARLO GRIGUOLO,OCCHI SUL MONDO 2,PER CRESCERE CITTADINI DI DOMANI,2,PARAVIA,"20,50",No,Si,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9780194057837,AA VV,STEP UP 2 DIGITAL GOLD,SB&WB&EXTRABK CON QR CODE AUDIO/VIDEO + MIND MAPS + OLB EBK CODE,2,OXFORD UNIVERSITY PRESS,"23,80",No,Si,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788808857538,BERTINETTO CLARA - METIÄINEN ARJA - PAASONEN J - VOUTILAINEN E,CONTACI! EDIZIONE ROSSA 2ED - CONF. 2 (LDM),"NUMERI, RELAZIONI, DATI 2 + MISURE, SPAZIO E FIGURE 2",2,ZANICHELLI EDITORE,"27,30",No,Si,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869173035,PIETRA ANTONELLA - BOTTINELLI EMANUELA - DAVIT PATRIZIA,SUPERNOVA VOL. A+B+C+D+TAV.ILL.+MI PREP. PER INT.+QUAD.OP. PREP.ESAME STATO,A-CHIMICA FISICA; B-BIOLOGIA; C-CORPO UMANO; D-SCIENZE DELLA TERRA,U,LATTES,"39,70",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788826818924,VETTESE ANGELA - PINOTTI ANNIBALE,ART VISION NEW,A + B,U,ATLAS,"27,80",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788869173943,ARDUINO GIANNI,TECNO APP  DISEGNO+SETT.PROD. B1-B2-B3+DESINER SI DIV.+MI PREP.INT.,VOLUME A (DISEGNO) + VOLUME B (SETTORI PRODUTTIVI),U,LATTES,"26,50",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788869173066,DRAGONI ENRICO - DRAGONE DANIELA - CASCIO PAOLO,BEBOP VOL. A1 CON  DVD+A2+B CON DVD +SPARTITI MEDLEY,A1- FARE MUSICA A2- FARE MUSICA B-ASCOLTARE,U,LATTES,"34,90",No,No,No
CBMM85302T,2,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO GRAMMATICA,9788869174773,DONATI F - MORETTI S,PENNA E LA VOCE (LA),VOL. A CON TEST INGRESSO+VOL. B+VOL. C+MI PREPARO PER INTERROGAZIONE BES,U,LATTES,"30,40",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,ITALIANO ANTOLOGIA,9788869174063,LAVAZZA ENRICA - BISSACA ROSANNA - PAOLELLA MARIA,PENSIERI FANTASTICI...E DOVE TROVARLI,VOL. 3  + LETTERATURA + GUIDA ALL'ESAME DI STATO,3,LATTES,"34,00",No,Si,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,STORIA,9788858339428,CIOTTI MARTA - PASQUALI ELISABETTA,BUSSOLA DELLA STORIA V.3+QUAD,ND,3,LOESCHER EDITORE,"30,10",No,Si,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,GEOGRAFIA,9788839537751,CARLO GRIGUOLO,OCCHI SUL MONDO 3,PER CRESCERE CITTADINI DI DOMANI,3,PARAVIA,"23,70",No,Si,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,INGLESE,9780194057875,AA VV,STEP UP 3 DIGITAL GOLD,SB&WB&EXTRABK CON QR CODE AUDIO/VIDEO + EXAM TRAINER CON EBK + MIND MAPS,3,OXFORD UNIVERSITY PRESS,"24,90",No,Si,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,MATEMATICA,9788808603029,BERTINETTO CLARA - METIÄINEN ARJA - PAASONEN J - VOUTILAINEN E,CONTACI! EDIZIONE ROSSA 2ED - CONF. 3 (LDM),"NUMERI, RELAZIONI E FUNZIONI, DATI E PREVISIONI 3 + MISURE, SPAZIO FIGURE 3",3,ZANICHELLI EDITORE,"29,20",No,Si,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE,9788869173035,PIETRA ANTONELLA - BOTTINELLI EMANUELA - DAVIT PATRIZIA,SUPERNOVA VOL. A+B+C+D+TAV.ILL.+MI PREP. PER INT.+QUAD.OP. PREP.ESAME STATO,A-CHIMICA FISICA; B-BIOLOGIA; C-CORPO UMANO; D-SCIENZE DELLA TERRA,U,LATTES,"39,70",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,ARTE E IMMAGINE,9788826818924,VETTESE ANGELA - PINOTTI ANNIBALE,ART VISION NEW,A + B,U,ATLAS,"27,80",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,TECNOLOGIA,9788869173943,ARDUINO GIANNI,TECNO APP  DISEGNO+SETT.PROD. B1-B2-B3+DESINER SI DIV.+MI PREP.INT.,VOLUME A (DISEGNO) + VOLUME B (SETTORI PRODUTTIVI),U,LATTES,"26,50",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,MUSICA,9788869173066,DRAGONI ENRICO - DRAGONE DANIELA - CASCIO PAOLO,BEBOP VOL. A1 CON  DVD+A2+B CON DVD +SPARTITI MEDLEY,A1- FARE MUSICA A2- FARE MUSICA B-ASCOLTARE,U,LATTES,"34,90",No,No,No
CBMM85302T,3,A,MM,30 ORE DI ORARIO ORDINARIO,SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ITALIANO ANTOLOGIA,9788869646294,CORTI  BANDINI  CABRELLE - CASTAGNA FRANZINI ROSSATO - ZAFFARONI  MOROSINOTTO,L'ISOLA DEI GIOVANI LETTORI - L'ISOLA DEI GIOVANI SCRITTORI,VOL.1+L'ISOLA DEI GIOVANI LETTORI+MITO EPICA+EBOOK+EASY EBOOK (SU DVD),1,GARZANTI SCUOLA,"30,50",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),STORIA,9788893244824,BERTINI FRANCO,CRESCERE CON LA STORIA,VOLUME 1 + CITTADINANZA,1,MURSIA SCUOLA,"24,30",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),GEOGRAFIA,9788867065288,ARDEMAGNI ALIDA SILVERA GIOVANNI,ATLANTIS 1 PLUS + QUADERNO COMPETENZE 1 + LE REGIONI ITALIANE + RACCOGLITORE,ND,1,PRINCIPATO,"18,60",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),INGLESE,9788883396946,AA VV,IDISCOVER PREMIUM 1,ND,1,PEARSON LONGMAN,"23,50",Si,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),MATEMATICA,9788826823911,VACCA ROBERTO - ARTUSO BRUNO - BEZZI CLAUDIA,ELLEQUADRO VOLUME 1,ARITMETICA  1 + GEOMETRIA 1  + LABORATORIO 1,1,ATLAS,"27,30",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),SCIENZE,9788869644931,LEOPARDI L - BUBANI M - MARCACCIO M,FOCUS NATURA GREEN EDIZIONE CURRICOLARE VOLUME 1 +  EBOOK,+ EDUCAZIONE AMBIENTALE E SVILUPPO SOSTENIBILE + EASY EBOOK (SU DVD),1,GARZANTI SCUOLA,"17,60",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ARTE E IMMAGINE,9788829856244,CASTELLO DIONISIO - CASTELLO DANIELE,CHE MERAVIGLIA!,VOLUME A (STORIA ARTE) + VOLUME B (LING. TECNICHE) + ALBUM,U,MINERVA ITALICA,"31,80",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),TECNOLOGIA,9788869173943,ARDUINO GIANNI,TECNO APP  DISEGNO+SETT.PROD. B1-B2-B3+DESINER SI DIV.+MI PREP.INT.,VOLUME A (DISEGNO) + VOLUME B (SETTORI PRODUTTIVI),U,LATTES,"26,50",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),MUSICA,9788829850075,CASTELLO ROSANNA,FANTASIA E MUSICA   STEP BY STEP,VOL. A METODO+VOL.B GENERI+VOL. C STORIA+SESTINO+3DVD    ED. 2017,U,MINERVA ITALICA,"39,20",No,Si,No
CBMM85303V,1,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ITALIANO ANTOLOGIA,9788869646317,CORTI  BANDINI  CABRELLE - CASTAGNA FRANZINI ROSSATO - ZAFFARONI  MOROSINOTTO,L'ISOLA DEI GIOVANI LETTORI - L'ISOLA DEI GIOVANI SCRITTORI,VOL.2+ISOLA GIOVANI LETTORI+LETT.E TEATRO+EBOOK+EASY EBOOK(SU DVD),2,GARZANTI SCUOLA,"33,10",No,Si,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),STORIA,9788893244947,BERTINI FRANCO,CRESCERE CON LA STORIA,VOLUME 2,2,MURSIA SCUOLA,"25,00",No,Si,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),GEOGRAFIA,9788824767354,MELI EMANUELE - FRANCESCHINI ANNA,GO!,VOLUME 2 + ATLANTE 2,2,A. MONDADORI SCUOLA,"23,20",No,Si,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),INGLESE,9788883396977,AA VV,IDISCOVER PREMIUM 2 (MODALITÀ DIGITALE C),ND,2,PEARSON LONGMAN,"16,45",Si,Si,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),MATEMATICA,9788826823928,VACCA ROBERTO - ARTUSO BRUNO - BEZZI CLAUDIA,ELLEQUADRO VOLUME 2,ARITMETICA 2 + GEOMETRIA 2 + LABORATORIO 2,2,ATLAS,"26,90",No,Si,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),SCIENZE,9788869644924,LEOPARDI L - BUBANI M - MARCACCIO M,FOCUS NATURA GREEN EDIZIONE TEMATICA VOLUMI A + B + C + D +  EBOOK,EDUCAZIONE AMBIENTALE E SVILUPPO SOSTENIBILE + EASY EBOOK (SU DVD),U,GARZANTI SCUOLA,"41,50",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ARTE E IMMAGINE,9788829856244,CASTELLO DIONISIO - CASTELLO DANIELE,CHE MERAVIGLIA!,VOLUME A (STORIA ARTE) + VOLUME B (LING. TECNICHE) + ALBUM,U,MINERVA ITALICA,"31,80",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),TECNOLOGIA,9788869173943,ARDUINO GIANNI,TECNO APP  DISEGNO+SETT.PROD. B1-B2-B3+DESINER SI DIV.+MI PREP.INT.,VOLUME A (DISEGNO) + VOLUME B (SETTORI PRODUTTIVI),U,LATTES,"26,50",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),MUSICA,9788829850075,CASTELLO ROSANNA,FANTASIA E MUSICA   STEP BY STEP,VOL. A METODO+VOL.B GENERI+VOL. C STORIA+SESTINO+3DVD    ED. 2017,U,MINERVA ITALICA,"39,20",No,No,No
CBMM85303V,2,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),SCIENZE MOTORIE E SPORTIVE,9788857790916,DEL NISTA PIERLUIGI - TASSELLI ANDREA,MI METTO IN GIOCO,ND,U,D'ANNA,"15,00",No,No,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),RELIGIONE,9788805077175,PAOLINI LUCA - PANDOLFI BARBARA,RELIBOOK  UNICO + DOSSIER DI IRC,CORSO DI IRC CON NULLA OSTA CEI,U,SEI,"20,20",No,No,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ITALIANO GRAMMATICA,9788824778695,SENSINI MARCELLO,IN BUONE PAROLE,VOLUME A + VOLUME B + QUADERNO + ESAME,U,A. MONDADORI SCUOLA,"36,90",No,No,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),ITALIANO ANTOLOGIA,9788839531629,AA VV,NEL CUORE DEI LIBRI 3,ND,3,PARAVIA,"33,20",No,Si,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),STORIA,9788824762083,CALVANI VITTORIA,INCONTRA LA STORIA,VOLUME 3+ATLANTE 3+LABORATORIO 3,3,A. MONDADORI SCUOLA,"32,20",No,Si,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),GEOGRAFIA,9788824767453,MELI EMANUELE - FRANCESCHINI ANNA,GO!,VOLUME 3 + FASCICOLO ESAME,3,A. MONDADORI SCUOLA,"25,00",No,Si,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),INGLESE,9788883395666,AA VV,IDISCOVER 3,ND,3,PEARSON LONGMAN,"23,20",No,Si,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),FRANCESE,9788858334805,ALESSANDRINI,TOUT LE MONDE COMPACT+CDMP3+TAVOLE,ND,U,LOESCHER EDITORE,"31,00",No,No,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),MATEMATICA,9788826818672,VACCA ROBERTO - ARTUSO BRUNO - BEZZI CLAUDIA,TUTTI MATEMATICI,ALGEBRA,U,ATLAS,"19,80",No,Si,No
CBMM85303V,3,U,MM,CORSO AD INDIRIZZO MUSICALE (ING/FRA)),MATEMATICA,9788826818689,VACCA ROBERTO - ARTUSO BRUNO - BEZZI CLAUDIA,TUTTI MATEMATICI,GEOMETRIA 3,3,ATLAS,"9,70",No,Si,No
